,rank,score,title,type,genres,episodes,producers,trailer,image,description
1808,1809,7.47,Lady Jewelpet,TV,"['Fantasy', 'Romance']",52,"['TV Tokyo', 'Sotsu', 'MediaNet', 'Sanrio', 'Miracle Bus']",https://www.youtube.com/embed/4d-KZrKoseE?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/4/73960.jpg,"Momona is an ordinary junior-high school student hailing from Jewel Land. At her cousin's wedding, she envies the bride, Lady Diana, due to the fact that she is marrying the cousin who she had a slight crush on. However, once she sees Lady Diana and her cousin together, Momona begins to like her, and accepts her as her cousin's bride. Just as Lady Diana is about to properly meet her and introduce herself, Momona is transported to a snowy place in Jewel Land where the ruler, Lady Jewel, is giving a speech to the Petit Ladies, girls who are chosen as Jewel Candidates to be the next Lady Jewel. Momona meets her partner and mentor, Ruby, a white rabbit, who will guide her through the tasks in becoming Lady Jewel. Whoever passes the most tasks wins and becomes the next Lady Jewel, but standing in her way is Lillian, a girl who also aims to win the title of Lady Jewel, so she can choose her brother, Cayenne, to be her King alongside her. Momona soon also begins to fall in love with Cayenne, yet Lillian doesn't want her to get too close to him. Cayenne also seems to harbor feelings for Momona, but who will be chosen in the end as Lady Jewel to decide it all? And will Momona and Lillian ever become true friends and will Cayenne and Momona ever be together?

(Source: Wikipedia)"
1809,1810,7.47,How to Keep a Mummy,TV,"['Slice of Life', 'Supernatural']",12,"['TBS', 'Grooove', 'Nichion', 'Exit Tunes', 'ONEMUSIC', 'Crunchyroll SC Anime Fund']",https://www.youtube.com/embed/n0-PpoSUs-M?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1486/93811.jpg,"High school student Sora Kashiwagi is accustomed to receiving bizarre presents from his father, who is on an expedition around the world. Unfortunately, these gifts have been nothing but nightmares. As a result, when his father sends him a huge package from Egypt, Sora prepares himself for the worst, only to be greeted by Mii-kun—a cute, pint-sized mummy! While initially wary, Sora soon learns that Mii-kun is harmless, a delicate creature yearning for attention.

Throughout their amusing day-to-day lives, the unlikely pair meet other people with unique pets, while also strengthening their bond together. Although keeping a pet is a difficult task, Sora is set on caring for the lovable Mii-kun.

[Written by MAL Rewrite]"
1810,1811,7.47,Miss Kobayashi's Dragon Maid S Short Animation Series,Special,"['Slice of Life', 'Supernatural']",8,['add some'],,https://cdn.myanimelist.net/images/anime/1100/116698.jpg,Includes 3 special Mini Dragon episodes released within Kobayashi-san Chi no Maid Dragon S's broadcast period and 5 BD/DVD extras.
1811,1812,7.47,My Next Life as a Villainess: All Routes Lead to Doom!,TV,"['Comedy', 'Fantasy', 'Romance']",12,"['Mainichi Broadcasting System', 'Asmik Ace', 'King Records', 'Ichijinsha', 'Nichion']",https://www.youtube.com/embed/RyBy8uvaFAo?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1483/107061.jpg,"Most people would prefer being the protagonist of a world full of adventure, be it in a game or in another world. But, unfortunately, a certain girl is not so lucky. Regaining the memories of her past life, she realizes that she was reborn in the world of Fortune Lover—one of the games she used to play.

Unfortunately, the character she was reincarnated into—Catarina Claes—is the game's main antagonist, who faces utter doom in every ending. Using her extensive knowledge of the game, she takes it upon herself to escape from the chains of this accursed destiny.

However, this will not be an easy feat, especially since she needs to be cautious as to not set off death flags that may speed up the impending doom she is trying to avoid. Even so, to make a change that will affect the lives of everyone around her, she strives—not as the heroine—but as the villainess.

[Written by MAL Rewrite]
"
1812,1813,7.47,The Royal Tutor,TV,"['Comedy', 'Fantasy', 'Romance']",12,"['TV Tokyo', 'Square Enix', 'Sotsu', 'TV Osaka', 'AT-X', 'DAX Production', 'TV Tokyo Music', 'Avex Pictures', 'BS Japan', 'Dai Nippon Printing', 'Contents Seed', 'A-Sketch']",https://www.youtube.com/embed/K6f-jrrp5P8?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/11/85517.jpg,"Equally charming and stern, Heine Wittgenstein is a brilliant man who commands respect, despite his short, childlike stature. Thus, the king of Grannzreich has called upon Heine to undertake a daunting task that has driven away many before him—become the new royal tutor to four princes who are in line for the throne.

The four heirs each have very distinct and troublesome personalities: Licht, the flirtatious youngest prince; his immature older brother Leonhard; Bruno the studious third prince; and Kai, the oldest of the four and the most reserved. Hilarity ensues as Heine attempts to connect with each of the princes in order to groom them for the throne. However, Heine's mysterious past and dark undercurrents in the present may threaten the harmony within the kingdom.

[Written by MAL Rewrite]"
1813,1814,7.47,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,Special,"['Comedy', 'Fantasy', 'Romance']",1,['add some'],,https://cdn.myanimelist.net/images/anime/6/11083.jpg,Paniponi Dash! special included in the DVD-Box.
1814,1815,7.47,Psycho-Pass: Sinners of the System Case.2 - First Guardian,Movie,"['Action', 'Sci-Fi']",1,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']",https://www.youtube.com/embed/9GVMoxhtrY8?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1357/96879.jpg,"Enforcer Teppei Sugou, former ace pilot of the National Defence Army's 15th Integrated Task Force, is visited by a scout from the Ministry of Foreign Affairs and invited to rejoin the military. While considering the offer, he recalls his last months of service.

His last mission, Operation Foot Stamp, had been a highly classified military strike against the Southeast Asian Union. The operation quickly went south for the ground forces, and Sugou's First Guardian drone was ordered in as air support to drop emergency supplies for the ground units and then return to base. Following orders against his own judgement, Sugou abandoned his comrades on the field.

Many lives were lost during the operation, including Itsuki Ootomo, Sugou's commanding officer. However, three months later, following a massacre at the Ministry of Defence, Otomo was spotted at the scene on camera. Now a suspect in an act of terrorism, Sugou cooperates with Enforcer Tomomi Masaoka and Criminal Investigation Department's Division 01 as they hunt his former mentor down.

[Written by MAL Rewrite]"
1815,1816,7.47,Sayonara Zetsubou Sensei Special,Special,"['Comedy', 'Mystery']",1,['add some'],,https://cdn.myanimelist.net/images/anime/12/75518.jpg,"A new special episode that was distributed to those who purchase all three Blu-ray box sets of Sayonara Zetsubou Sensei series on January 31, 2012. "
1816,1817,7.47,The Squid Girl OVA,OVA,"['Comedy', 'Slice of Life']",3,"['Lantis', 'Glovision']",,https://cdn.myanimelist.net/images/anime/4/39055.jpg,"Original anime DVD bundled with the 12th, 14th, and 17th volumes of the manga."
1817,1818,7.47,The Squid Girl 2,TV,"['Comedy', 'Slice of Life']",12,"['TV Tokyo', 'Lantis', 'Pony Canyon', 'TV Tokyo Music', 'Studio Jack']",https://www.youtube.com/embed/j1n4d_MuE5U?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/6/30120.jpg,"After regaining her squid-like abilities, Ika Musume plans to resume her self-appointed mission to destroy all of humanity. However, her carefree job as a waitress in the Lemon beach house meant she cannot help but laze around during her spare time! On top of that, she is saddled with many problems, such as being pursued by a group of alien-obsessed individuals and catching the interest of a crazy girl. 

Picking up after the conclusion of the first season, Shinryaku!? Ika Musume follows the hilarious life of Ika Musume as she plots her next invasion of the surface world.

[Written by MAL Rewrite]"
1818,1819,7.47,Shokugeki no Souma: Ni no Sara OVA,OVA,"['Gourmet', 'Ecchi']",2,"['Warner Bros. Japan', 'Shueisha']",https://www.youtube.com/embed/Asx0p5uCn4U?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1032/96640.jpg,"Having completed their Stagiaire assignments, the residents of Polar Star Dormitory and their friends visit a hot springs inn. Though they planned on relaxing, these young chefs step up to the plate when the inn's entire kitchen staff suffer accidents. Unbeknownst to them, they will not be cooking for any ordinary patrons.

Sometime after this trip, Souma Yukihira's desire for worthy opponents is stoked when he, Megumi Tadokoro, and the other Autumn Election quarter-finalists are invited to the annual Autumn Leaves Viewing event. The eight Tootsuki freshmen have a special opportunity to enjoy tea with the Elite Ten Council—including the Tenth Seat Erina Nakiri, who participates alongside her first-year classmates. Though it is framed as a friendly introduction between nine promising underclassmen and nine prestigious upperclassmen, Director Senzaemon Nakiri sees this meeting for what it is: a first encounter between the current reigning elite and their eventual usurpers. 

[Written by MAL Rewrite]"
1819,1820,7.47,"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",Special,"['Comedy', 'Fantasy']",3,['NHK'],,https://cdn.myanimelist.net/images/anime/10/68205.jpg,These are 3 episodes of about 6 minutes of pure CCS fun! Refer to any point during the series.
1820,1821,7.47,Sword Art Online: Alicization - War of Underworld Part 2,TV,"['Action', 'Adventure', 'Fantasy']",11,"['Aniplex', 'Bandai Namco Entertainment', 'Egg Firm', 'Straight Edge', 'Kadokawa']",https://www.youtube.com/embed/BJyjHqacEpY?enablejsapi=1&wmode=opaque&autoplay=1,https://cdn.myanimelist.net/images/anime/1438/105106.jpg,"The final battle against the Dark Territory drags on, as players from all over the world flood the Underworld's servers and plunge the Human Empire into utter chaos. Asuna Yuuki and her friends defend their new allies with everything they have, but their numbers are falling. Meanwhile, Alice Zuberg heads toward the World's End Altar while Gabriel ""Vecta"" Miller relentlessly pursues her.

Meanwhile, members of Rath strategize a plan in an attempt to restore Kirito's damaged fluctlight. However, the intruders occupying the main control room have other plans. Surrounded by death and despair, when all hope seems to be lost, one voice reaches out to Kirito—a familiar one saying, ""I will always be by your side.""

Sword Art Online: Alicization - War of Underworld 2nd Season is the epic conclusion to Akihiko Kayaba's dream of creating artificial human intelligence. Now it is up to Kirito and his friends to protect this collapsing world from the people that still think it is just a game.

[Written by MAL Rewrite]"
1821,1822,7.47,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,OVA,"['Comedy', 'Sports']",4,"['Nihon Ad Systems', 'M.S.C']",,https://cdn.myanimelist.net/images/anime/8/29026.jpg,"Tanjou! Buchou Shiraishi Kuranosuke (The New Captain, Kuranosuke Shiraishi)
In order to maintain club status at Shitenhouji Middle School, the coach of the tennis team orders that new members must be recruited or else they will not be able to participate in any tournament for the year. The team begins to target a freshman named Hikaru Zaizen, who has yet to join any club. Due to his indifference to jokes in a campus centered around comedy, Zaizen stands out from the rest of the student body. Determined to meet their quota, the tennis team makes it their goal to recruit Zaizen into the club and make him laugh at the same time, which proves to be a more difficult affair than they realize.

Seishun Gakuen Nanafushigi (Seishun Academy's Seven Mysteries)
It is said that there are seven legendary mysteries at Seishun Academy. When Takeshi Momoshiro begins to retell these tales to the first years of the tennis club, the third years promptly leave the club room in a hurry. When asked about their strange behavior, Shuusuke Fuji confides in them a string of incidents from their first year that are related to these stories.

Kyuushuu Nitsubasa (The Two Wings of Kyushu)
At the West Japan Tennis Tournament, the Shitenhouji Middle School tennis team runs into Kippei Tachibana and Senri Chitose—the doubles pair known colloquially as the ""Two Wings of Kyushu."" Coincidentally, Shitenhouji's first-round opponents at the competition are on the same team as Tachibana and Chitose. When Kuranosuke Shiraishi and Kenya Oshitari end up playing against the two, the history between the legendary doubles pair begins to unravel.

Jirou no Mezame (Jirou's Awakening)
The regulars on the Hyoutei Academy Tennis Team are annoyed at how much one of their members, Jirou Akutagawa, sleeps during their practices. One day, Gakuto Mukahi and Yuushi Oshitari decide to follow Jirou around to see what could be causing their teammate immense fatigue.

[Written by MAL Rewrite]"
